cod_distrito,año,area_inversion,total_invertido
15.0,2022,Infraestructuras,364196.96
15.0,2022,Inversiones de carácter general,494505.72
15.0,2022,Mantenimiento urbano,8674858.86
15.0,2022,Medio ambiente,1397859.84
15.0,2022,Otros bienes públicos de carácter social,6354.92
15.0,2022,Protección Civil y seguridad ciudadana,11036688.36
15.0,2022,Protección y promoción social,9600345.78
15.0,2022,Salud pública,18927.82
15.0,2022,Sectores productivos,138993.04
15.0,2022,Urbanismo,10599544.58
16.0,2012,Cultura,253299.8
16.0,2012,"Deportes, juventud y esparcimiento",808592.78
16.0,2012,Educación,1222873.6
16.0,2012,Inversiones de carácter general,228427.62
16.0,2012,Mantenimiento urbano,1327921.6800000002
16.0,2012,Medio ambiente,12697473.04
16.0,2012,Protección y promoción social,49490.24
16.0,2012,Salud pública,38253.02
16.0,2012,"Tráfico, estacionamiento y transporte público",859227.3
16.0,2012,Urbanismo,13618609.02
16.0,2013,Cultura,42018.32
16.0,2013,"Deportes, juventud y esparcimiento",856701.98
16.0,2013,Educación,1034375.34
16.0,2013,Inversiones de carácter general,160333.8
16.0,2013,Mantenimiento urbano,1353304.42
16.0,2013,Medio ambiente,1435023.98
16.0,2013,Protección Civil y seguridad ciudadana,2760.8
16.0,2013,Protección y promoción social,372467.3
16.0,2013,Salud pública,519729.24
16.0,2013,"Tráfico, estacionamiento y transporte público",186696.0
16.0,2013,Urbanismo,1000422.62
16.0,2014,Cultura,692917.66
16.0,2014,"Deportes, juventud y esparcimiento",823813.62
16.0,2014,Educación,1004170.18
16.0,2014,Inversiones de carácter general,166174.02
16.0,2014,Mantenimiento urbano,780324.82
16.0,2014,Medio ambiente,1270677.5
16.0,2014,Otros bienes públicos de carácter social,1224.08
16.0,2014,Protección Civil y seguridad ciudadana,15375.9
16.0,2014,Protección y promoción social,485481.16
16.0,2014,Salud pública,587790.44
16.0,2014,Urbanismo,13690407.0
16.0,2015,Cultura,227848.92
16.0,2015,"Deportes, juventud y esparcimiento",1112585.36
16.0,2015,Educación,1152759.0
16.0,2015,Infraestructuras,7521.0
16.0,2015,Inversiones de carácter general,465033.6
16.0,2015,Mantenimiento urbano,6031.54
16.0,2015,Medio ambiente,9337408.22
16.0,2015,Otros bienes públicos de carácter social,266282.26
16.0,2015,Protección Civil y seguridad ciudadana,0.0
16.0,2015,Protección y promoción social,900054.7
16.0,2015,Salud pública,248167.4
16.0,2015,Urbanismo,3045032.0
16.0,2016,Cultura,1334340.06
16.0,2016,"Deportes, juventud y esparcimiento",2869172.74
16.0,2016,Educación,5469164.88
16.0,2016,Infraestructuras,24570.04
16.0,2016,Inversiones de carácter general,367083.34
16.0,2016,Mantenimiento urbano,423081.14
16.0,2016,Medio ambiente,1073271.88
16.0,2016,Otros bienes públicos de carácter social,54200.98
16.0,2016,Protección Civil y seguridad ciudadana,627796.74
16.0,2016,Protección y promoción social,2148519.98
16.0,2016,Salud pública,1100587.04
16.0,2016,Urbanismo,3245328.8
16.0,2017,Cultura,970141.7
16.0,2017,"Deportes, juventud y esparcimiento",3235047.36
16.0,2017,Educación,2022229.76
16.0,2017,Infraestructuras,1671049.92
16.0,2017,Inversiones de carácter general,210108.2
16.0,2017,Mantenimiento urbano,305036.48
16.0,2017,Medio ambiente,623835.24
16.0,2017,Otros bienes públicos de carácter social,8483.54
16.0,2017,Protección Civil y seguridad ciudadana,131522.76
16.0,2017,Protección y promoción social,2607314.34
16.0,2017,Salud pública,1050692.94
16.0,2017,Urbanismo,970218.02
16.0,2018,Cultura,580492.88
16.0,2018,"Deportes, juventud y esparcimiento",4583669.18
16.0,2018,Educación,7474722.3
16.0,2018,Infraestructuras,341886.83999999997
16.0,2018,Inversiones de carácter general,1004016.26
16.0,2018,Mantenimiento urbano,879808.42
16.0,2018,Medio ambiente,541753.16
16.0,2018,Otros bienes públicos de carácter social,9922.0
16.0,2018,Protección Civil y seguridad ciudadana,156638.28
16.0,2018,Protección y promoción social,946824.94
16.0,2018,Salud pública,383480.08
16.0,2018,Urbanismo,117769.32
16.0,2019,Cultura,1353668.4
16.0,2019,"Deportes, juventud y esparcimiento",8295280.88
16.0,2019,Educación,8401456.22
16.0,2019,Infraestructuras,646614.04
16.0,2019,Inversiones de carácter general,2857103.12
16.0,2019,Mantenimiento urbano,3313785.36
16.0,2019,Medio ambiente,1759703.96
16.0,2019,Otros bienes públicos de carácter social,18263.16
16.0,2019,Protección Civil y seguridad ciudadana,3746051.86
16.0,2019,Protección y promoción social,7520902.78
16.0,2019,Salud pública,436989.78
16.0,2019,Urbanismo,855896.22
16.0,2020,Cultura,718489.02
16.0,2020,"Deportes, juventud y esparcimiento",6147106.94
16.0,2020,Educación,543646.02
16.0,2020,Infraestructuras,2843636.58
16.0,2020,Inversiones de carácter general,162467.42
16.0,2020,Mantenimiento urbano,29028.34
16.0,2020,Medio ambiente,2092181.34
16.0,2020,Otros bienes públicos de carácter social,9909.9
16.0,2020,Protección Civil y seguridad ciudadana,7705025.2
16.0,2020,Protección y promoción social,3440987.04
16.0,2020,Salud pública,1046090.18
16.0,2020,Urbanismo,9933758.28
16.0,2021,Cultura,469462.14
16.0,2021,"Deportes, juventud y esparcimiento",4438175.4
16.0,2021,Educación,3016188.98
16.0,2021,Infraestructuras,1876069.1600000001
16.0,2021,Inversiones de carácter general,24370.78
16.0,2021,Mantenimiento urbano,5303343.28
16.0,2021,Medio ambiente,1230704.68
16.0,2021,Otros bienes públicos de carácter social,2393.38
16.0,2021,Protección Civil y seguridad ciudadana,2797513.34
16.0,2021,Protección y promoción social,1795241.2
16.0,2021,Salud pública,820606.52
16.0,2021,"Tráfico, estacionamiento y transporte público",91709.28
16.0,2021,Urbanismo,8301452.14
16.0,2022,Cultura,908971.06
16.0,2022,"Deportes, juventud y esparcimiento",4973716.28
16.0,2022,Educación,2449089.42
16.0,2022,Inversiones de carácter general,1875.32
16.0,2022,Mantenimiento urbano,14466055.16
16.0,2022,Medio ambiente,2205463.34
16.0,2022,Otros bienes públicos de carácter social,22210.56
16.0,2022,Protección Civil y seguridad ciudadana,2119787.26
16.0,2022,Protección y promoción social,877392.96
16.0,2022,Salud pública,634770.18
16.0,2022,"Tráfico, estacionamiento y transporte público",562962.94
16.0,2022,Urbanismo,9107301.34
17.0,2012,Cultura,576588.2
17.0,2012,"Deportes, juventud y esparcimiento",713937.64
17.0,2012,Educación,1256169.38
17.0,2012,Inversiones de carácter general,22501.42
17.0,2012,Mantenimiento urbano,1285688.18
17.0,2012,Medio ambiente,255284.22
17.0,2012,Protección y promoción social,213087.06
17.0,2012,Sectores productivos,3022374.56
17.0,2012,"Tráfico, estacionamiento y transporte público",91302.36
17.0,2012,Urbanismo,337058.84
17.0,2013,Cultura,432207.2
17.0,2013,"Deportes, juventud y esparcimiento",2097787.46
17.0,2013,Educación,1479086.7
17.0,2013,Infraestructuras,0.0
17.0,2013,Inversiones de carácter general,63015.54
17.0,2013,Mantenimiento urbano,926897.42
17.0,2013,Medio ambiente,1143150.74
17.0,2013,Protección Civil y seguridad ciudadana,22129.52
17.0,2013,Protección y promoción social,395660.74
17.0,2013,Salud pública,86745.78
17.0,2013,Sectores productivos,981342.86
17.0,2013,"Tráfico, estacionamiento y transporte público",190392.74
17.0,2013,Urbanismo,9484151.26
17.0,2014,Cultura,530161.16
17.0,2014,"Deportes, juventud y esparcimiento",4435575.8
17.0,2014,Educación,1499612.12
17.0,2014,Infraestructuras,83715.08
17.0,2014,Inversiones de carácter general,298322.94
17.0,2014,Mantenimiento urbano,1302721.56
17.0,2014,Medio ambiente,3411980.78
17.0,2014,Protección Civil y seguridad ciudadana,319355.98
17.0,2014,Protección y promoción social,964902.84
17.0,2014,Sectores productivos,34091.0
17.0,2014,"Tráfico, estacionamiento y transporte público",33619.72
17.0,2014,Urbanismo,13511797.64
17.0,2015,Cultura,482358.76
17.0,2015,"Deportes, juventud y esparcimiento",723415.12
17.0,2015,Educación,1696948.3
17.0,2015,Infraestructuras,28839.38
17.0,2015,Inversiones de carácter general,212410.32
17.0,2015,Mantenimiento urbano,140768.82
17.0,2015,Medio ambiente,312020.72
17.0,2015,Otros bienes públicos de carácter social,6588.66
17.0,2015,Protección Civil y seguridad ciudadana,0.0
17.0,2015,Protección y promoción social,916236.26
17.0,2015,Salud pública,55634.16
17.0,2015,Sectores productivos,5082691.52
17.0,2015,Urbanismo,13107121.22
17.0,2016,Cultura,535392.52
17.0,2016,"Deportes, juventud y esparcimiento",1715162.18
17.0,2016,Educación,665598.98
17.0,2016,Infraestructuras,0.0
17.0,2016,Inversiones de carácter general,253361.84
17.0,2016,Mantenimiento urbano,414473.98
17.0,2016,Medio ambiente,62020.56
17.0,2016,Otros bienes públicos de carácter social,12239.6
17.0,2016,Protección Civil y seguridad ciudadana,754538.86
17.0,2016,Protección y promoción social,1478140.88
17.0,2016,Salud pública,283.72
17.0,2016,Sectores productivos,35433.64
17.0,2016,Urbanismo,25054042.96
17.0,2017,Cultura,218699.56
17.0,2017,"Deportes, juventud y esparcimiento",3355308.02
17.0,2017,Educación,710123.7
17.0,2017,Infraestructuras,0.0
17.0,2017,Inversiones de carácter general,339160.08
17.0,2017,Mantenimiento urbano,284596.46
17.0,2017,Medio ambiente,379767.12
17.0,2017,Otros bienes públicos de carácter económico,845858.16
17.0,2017,Otros bienes públicos de carácter social,3282.36
17.0,2017,Protección Civil y seguridad ciudadana,18423.84
17.0,2017,Protección y promoción social,159499.5
17.0,2017,Salud pública,83726.16
17.0,2017,Sectores productivos,508.2
17.0,2017,Urbanismo,1831161.72
17.0,2018,Cultura,1425786.88
17.0,2018,"Deportes, juventud y esparcimiento",5048555.62
17.0,2018,Educación,4777708.52
17.0,2018,Infraestructuras,87483.68
17.0,2018,Inversiones de carácter general,735451.1
17.0,2018,Mantenimiento urbano,770907.64
17.0,2018,Medio ambiente,1119457.16
17.0,2018,Otros bienes públicos de carácter económico,355369.74
17.0,2018,Protección Civil y seguridad ciudadana,4419.52
17.0,2018,Protección y promoción social,897399.78
17.0,2018,Salud pública,98066.04
17.0,2018,Sectores productivos,1574080.42
17.0,2018,Urbanismo,23521035.06
17.0,2019,Cultura,1140778.32
17.0,2019,"Deportes, juventud y esparcimiento",1791399.58
17.0,2019,Educación,2563865.82
17.0,2019,Infraestructuras,428143.48
17.0,2019,Inversiones de carácter general,520997.26
17.0,2019,Mantenimiento urbano,439196.92
17.0,2019,Medio ambiente,4637740.86
17.0,2019,Otros bienes públicos de carácter económico,1442982.72
17.0,2019,Otros bienes públicos de carácter social,5079.0
17.0,2019,Protección Civil y seguridad ciudadana,2200162.64
17.0,2019,Protección y promoción social,724711.68
17.0,2019,Salud pública,105734.5
17.0,2019,Sectores productivos,2073357.26
17.0,2019,Urbanismo,23145612.18
17.0,2020,Cultura,697159.4
17.0,2020,"Deportes, juventud y esparcimiento",2163505.58
17.0,2020,Educación,5614171.72
17.0,2020,Infraestructuras,417693.56
17.0,2020,Inversiones de carácter general,291674.58
17.0,2020,Mantenimiento urbano,1016715.86
17.0,2020,Medio ambiente,3305213.58
17.0,2020,Otros bienes públicos de carácter económico,0.0
17.0,2020,Otros bienes públicos de carácter social,7448.76
17.0,2020,Protección y promoción social,536803.98
17.0,2020,Salud pública,30666.84
17.0,2020,Sectores productivos,10381139.44
17.0,2020,Urbanismo,14294397.06
17.0,2021,Cultura,693059.54
17.0,2021,"Deportes, juventud y esparcimiento",1360038.3
17.0,2021,Educación,2022291.68
17.0,2021,Infraestructuras,3151983.18
17.0,2021,Inversiones de carácter general,32302.7
17.0,2021,Mantenimiento urbano,5338079.42
17.0,2021,Medio ambiente,1900641.32
17.0,2021,Otros bienes públicos de carácter económico,914182.76
17.0,2021,Otros bienes públicos de carácter social,1635.92
17.0,2021,Protección Civil y seguridad ciudadana,725913.66
17.0,2021,Protección y promoción social,332442.68
17.0,2021,Salud pública,22229.3
17.0,2021,Sectores productivos,1112907.4
17.0,2021,Urbanismo,23088423.16
17.0,2022,Cultura,2364124.68
17.0,2022,"Deportes, juventud y esparcimiento",3810991.46
17.0,2022,Educación,2495235.98
17.0,2022,Infraestructuras,6213433.68
17.0,2022,Inversiones de carácter general,8455.48
17.0,2022,Mantenimiento urbano,10219000.4
17.0,2022,Medio ambiente,4914060.8
17.0,2022,Otros bienes públicos de carácter económico,88028.8
17.0,2022,Otros bienes públicos de carácter social,31493.88
17.0,2022,Protección Civil y seguridad ciudadana,1792937.72
17.0,2022,Protección y promoción social,445440.52
17.0,2022,Salud pública,137086.94
17.0,2022,Sectores productivos,466906.24
17.0,2022,Urbanismo,20023294.66
18.0,2012,Cultura,123183.84
18.0,2012,"Deportes, juventud y esparcimiento",466070.4
18.0,2012,Educación,619067.78
18.0,2012,Infraestructuras,10571659.14
18.0,2012,Inversiones de carácter general,44077.42
18.0,2012,Mantenimiento urbano,1373159.56
18.0,2012,Medio ambiente,0.0
18.0,2012,Protección y promoción social,209828.72
18.0,2012,"Tráfico, estacionamiento y transporte público",393290.84
18.0,2012,Urbanismo,2152557.94
18.0,2013,Cultura,135776.14
18.0,2013,"Deportes, juventud y esparcimiento",503503.0
18.0,2013,Educación,590008.96
18.0,2013,Inversiones de carácter general,80809.8
18.0,2013,Mantenimiento urbano,1235417.98
18.0,2013,Medio ambiente,72902.5
18.0,2013,Protección y promoción social,63125.18
18.0,2013,"Tráfico, estacionamiento y transporte público",89772.12
18.0,2013,Urbanismo,2647684.9
18.0,2014,Cultura,206695.14
18.0,2014,"Deportes, juventud y esparcimiento",504158.92000000004
18.0,2014,Educación,995874.62
18.0,2014,Inversiones de carácter general,280613.74
18.0,2014,Mantenimiento urbano,224192.06
18.0,2014,Medio ambiente,3561095.84
18.0,2014,Protección y promoción social,257929.04
18.0,2014,Salud pública,431.3
18.0,2014,Sectores productivos,1247.56
18.0,2014,"Tráfico, estacionamiento y transporte público",111358.42
18.0,2014,Urbanismo,47517327.56
18.0,2015,Cultura,153828.1
18.0,2015,"Deportes, juventud y esparcimiento",452822.18
18.0,2015,Educación,1099097.44
18.0,2015,Infraestructuras,0.0
18.0,2015,Inversiones de carácter general,165289.28
18.0,2015,Mantenimiento urbano,0.0
18.0,2015,Medio ambiente,16271768.18
18.0,2015,Otros bienes públicos de carácter social,91312.94
18.0,2015,Protección y promoción social,242238.36
18.0,2015,Salud pública,12608.2
18.0,2015,Urbanismo,3047689.4
18.0,2016,Cultura,718803.12
18.0,2016,"Deportes, juventud y esparcimiento",1290921.72
18.0,2016,Educación,2223659.36
18.0,2016,Infraestructuras,674356.16
18.0,2016,Inversiones de carácter general,219765.9
18.0,2016,Mantenimiento urbano,672307.58
18.0,2016,Medio ambiente,1819372.82
18.0,2016,Otros bienes públicos de carácter social,9793.98
18.0,2016,Protección Civil y seguridad ciudadana,727199.16
18.0,2016,Protección y promoción social,120784.16
18.0,2016,Salud pública,200463.54
18.0,2016,Urbanismo,1102942.76
18.0,2017,Cultura,227258.82
18.0,2017,"Deportes, juventud y esparcimiento",1919016.68
18.0,2017,Educación,1056982.56
18.0,2017,Infraestructuras,12415.8
18.0,2017,Inversiones de carácter general,49580.22
18.0,2017,Mantenimiento urbano,1354388.06
18.0,2017,Medio ambiente,6681965.22
18.0,2017,Otros bienes públicos de carácter social,33225.3
18.0,2017,Protección Civil y seguridad ciudadana,2313.48
18.0,2017,Protección y promoción social,192263.4
18.0,2017,Salud pública,121956.18
18.0,2017,Sectores productivos,39483.56
18.0,2017,Urbanismo,20877504.22
18.0,2018,Cultura,562256.88
18.0,2018,"Deportes, juventud y esparcimiento",12783472.14
18.0,2018,Educación,4586126.54
18.0,2018,Infraestructuras,221242.12
18.0,2018,Inversiones de carácter general,666663.7
18.0,2018,Mantenimiento urbano,405692.3
18.0,2018,Medio ambiente,1360000.76
18.0,2018,Otros bienes públicos de carácter económico,0.0
18.0,2018,Otros bienes públicos de carácter social,0.0
18.0,2018,Protección Civil y seguridad ciudadana,168311.24
18.0,2018,Protección y promoción social,3187425.84
18.0,2018,Salud pública,3644.78
18.0,2018,Sectores productivos,96756.66
18.0,2018,Urbanismo,153362.84
18.0,2019,Cultura,755320.34
18.0,2019,"Deportes, juventud y esparcimiento",4682576.76
18.0,2019,Educación,454796.44
18.0,2019,Infraestructuras,407777.3
18.0,2019,Inversiones de carácter general,1447.16
18.0,2019,Mantenimiento urbano,2019775.6
18.0,2019,Medio ambiente,8983764.18
18.0,2019,Otros bienes públicos de carácter económico,0.0
18.0,2019,Otros bienes públicos de carácter social,126395.06
18.0,2019,Protección Civil y seguridad ciudadana,212769.84
18.0,2019,Protección y promoción social,1706737.7
18.0,2019,Salud pública,4177.42
18.0,2019,Sectores productivos,247772.16
18.0,2019,Urbanismo,47541.82
18.0,2020,Cultura,86937.18
18.0,2020,"Deportes, juventud y esparcimiento",10887895.72
18.0,2020,Educación,810595.22
18.0,2020,Infraestructuras,0.0
18.0,2020,Inversiones de carácter general,62636.0
18.0,2020,Mantenimiento urbano,628517.98
18.0,2020,Medio ambiente,30133885.82
18.0,2020,Otros bienes públicos de carácter económico,76000.1
18.0,2020,Otros bienes públicos de carácter social,2156.22
18.0,2020,Protección Civil y seguridad ciudadana,144623.14
18.0,2020,Protección y promoción social,8783777.2
18.0,2020,Salud pública,14098.4
18.0,2020,Urbanismo,4538598.62
18.0,2021,Cultura,370825.82
18.0,2021,"Deportes, juventud y esparcimiento",22758271.98
18.0,2021,Educación,2253315.24
18.0,2021,Infraestructuras,121410.08
18.0,2021,Inversiones de carácter general,83356.74
18.0,2021,Mantenimiento urbano,8847747.58
18.0,2021,Medio ambiente,33094934.32
18.0,2021,Otros bienes públicos de carácter económico,132349.8
18.0,2021,Otros bienes públicos de carácter social,7305.98
18.0,2021,Protección Civil y seguridad ciudadana,1018559.64
18.0,2021,Protección y promoción social,11076229.059999999
18.0,2021,Salud pública,132359.24
18.0,2021,Sectores productivos,20000.0
18.0,2021,"Tráfico, estacionamiento y transporte público",120644.88
18.0,2021,Urbanismo,3841222.34
18.0,2022,Cultura,374846.36
18.0,2022,"Deportes, juventud y esparcimiento",8548478.58
18.0,2022,Educación,10192054.12
18.0,2022,Infraestructuras,0.0
18.0,2022,Inversiones de carácter general,351579.62
18.0,2022,Mantenimiento urbano,8737469.02
18.0,2022,Medio ambiente,8130295.42
18.0,2022,Otros bienes públicos de carácter social,5399.02
18.0,2022,Protección Civil y seguridad ciudadana,9085878.46
18.0,2022,Protección y promoción social,3573809.94
18.0,2022,Salud pública,116586.46
18.0,2022,Sectores productivos,879936.52
18.0,2022,Urbanismo,17511904.48
19.0,2012,Cultura,90558.58
19.0,2012,"Deportes, juventud y esparcimiento",202987.06
19.0,2012,Educación,242008.66
19.0,2012,Inversiones de carácter general,2739.56
19.0,2012,Mantenimiento urbano,1144271.7
19.0,2012,Medio ambiente,2058045.44
19.0,2012,Protección y promoción social,175948.14
19.0,2012,Sectores productivos,66024.06
19.0,2012,"Tráfico, estacionamiento y transporte público",127889.2
19.0,2012,Urbanismo,3837585.92
19.0,2013,Cultura,98118.78
19.0,2013,"Deportes, juventud y esparcimiento",320596.52
19.0,2013,Educación,356098.64
19.0,2013,Inversiones de carácter general,46366.94
19.0,2013,Mantenimiento urbano,715195.82
19.0,2013,Medio ambiente,4787697.66
19.0,2013,Otros bienes públicos de carácter social,17749.1
19.0,2013,Protección y promoción social,178544.12
19.0,2013,Salud pública,6444.46
19.0,2013,Sectores productivos,81190.54
19.0,2013,"Tráfico, estacionamiento y transporte público",381834.04
19.0,2013,Urbanismo,6924089.0
19.0,2014,Cultura,620694.16
19.0,2014,"Deportes, juventud y esparcimiento",329762.36
19.0,2014,Educación,357981.06
19.0,2014,Infraestructuras,394397.04
19.0,2014,Inversiones de carácter general,258172.94
19.0,2014,Mantenimiento urbano,297182.96
19.0,2014,Medio ambiente,398958.62
19.0,2014,Protección y promoción social,879582.02
19.0,2014,Sectores productivos,343145.4
19.0,2014,"Tráfico, estacionamiento y transporte público",28502.56
19.0,2014,Urbanismo,10180418.44
19.0,2015,Cultura,326495.28
19.0,2015,"Deportes, juventud y esparcimiento",563558.0
19.0,2015,Educación,266709.36
19.0,2015,Inversiones de carácter general,223135.2
19.0,2015,Medio ambiente,14887619.06
19.0,2015,Protección y promoción social,1268155.48
19.0,2015,Salud pública,2282.64
19.0,2015,Sectores productivos,114130.62
19.0,2015,Urbanismo,3320519.12
19.0,2016,Cultura,534245.1
19.0,2016,"Deportes, juventud y esparcimiento",940097.7
19.0,2016,Educación,619238.16
19.0,2016,Inversiones de carácter general,153806.5
19.0,2016,Mantenimiento urbano,249099.1
19.0,2016,Medio ambiente,1702692.8
19.0,2016,Otros bienes públicos de carácter social,8235.64
19.0,2016,Protección Civil y seguridad ciudadana,593414.12
19.0,2016,Protección y promoción social,338163.92
19.0,2016,Sectores productivos,494665.14
19.0,2016,Urbanismo,3222880.34
19.0,2017,Cultura,93133.44
19.0,2017,"Deportes, juventud y esparcimiento",5147342.54
19.0,2017,Educación,721416.3
19.0,2017,Inversiones de carácter general,39529.52
19.0,2017,Mantenimiento urbano,494627.5
19.0,2017,Medio ambiente,488011.4
19.0,2017,Otros bienes públicos de carácter social,2494.54
19.0,2017,Protección Civil y seguridad ciudadana,161869.58
19.0,2017,Protección y promoción social,1080.0
19.0,2017,Salud pública,758.0
19.0,2017,Sectores productivos,65110.6
19.0,2017,Urbanismo,1693563.28
19.0,2018,Cultura,966024.18
19.0,2018,"Deportes, juventud y esparcimiento",5423314.0
19.0,2018,Educación,1873316.76
19.0,2018,Infraestructuras,0.0
19.0,2018,Inversiones de carácter general,93582.48
19.0,2018,Mantenimiento urbano,112233.68
19.0,2018,Medio ambiente,419020.98
19.0,2018,Otros bienes públicos de carácter social,85661.08
19.0,2018,Protección Civil y seguridad ciudadana,191586.02
19.0,2018,Protección y promoción social,483828.36
19.0,2018,Salud pública,3799.4
19.0,2018,Sectores productivos,228658.22
19.0,2018,Urbanismo,1553845.28
19.0,2019,Cultura,102541.72
19.0,2019,"Deportes, juventud y esparcimiento",5381139.52
19.0,2019,Educación,448973.34
19.0,2019,Infraestructuras,25643.36
19.0,2019,Inversiones de carácter general,12423069.4
19.0,2019,Mantenimiento urbano,111518.14
19.0,2019,Medio ambiente,2552833.26
19.0,2019,Otros bienes públicos de carácter social,7657.8
19.0,2019,Protección Civil y seguridad ciudadana,1614904.98
19.0,2019,Protección y promoción social,654378.42
19.0,2019,Salud pública,66720.02
19.0,2019,Sectores productivos,768344.06
19.0,2019,Urbanismo,2536715.06
19.0,2020,Cultura,282793.78
19.0,2020,"Deportes, juventud y esparcimiento",5640731.5
19.0,2020,Educación,202544.62
19.0,2020,Infraestructuras,0.0
19.0,2020,Inversiones de carácter general,3135110.22
19.0,2020,Mantenimiento urbano,73232.6
19.0,2020,Medio ambiente,5108723.3
19.0,2020,Otros bienes públicos de carácter social,3688.08
19.0,2020,Protección Civil y seguridad ciudadana,11675777.84
19.0,2020,Protección y promoción social,23605.14
19.0,2020,Salud pública,10176.14
19.0,2020,Sectores productivos,189802.96
19.0,2020,Urbanismo,5412275.46
19.0,2021,Cultura,3534076.58
19.0,2021,"Deportes, juventud y esparcimiento",1969920.14
19.0,2021,Educación,1622169.56
19.0,2021,Infraestructuras,0.0
19.0,2021,Inversiones de carácter general,787976.84
19.0,2021,Mantenimiento urbano,3969278.34
19.0,2021,Medio ambiente,25058550.12
19.0,2021,Otros bienes públicos de carácter social,4082.54
19.0,2021,Protección Civil y seguridad ciudadana,1342985.2
19.0,2021,Protección y promoción social,20473.2
19.0,2021,Salud pública,53148.04
19.0,2021,Sectores productivos,1496760.98
19.0,2021,Urbanismo,9388971.6
19.0,2022,Cultura,5448734.08
19.0,2022,"Deportes, juventud y esparcimiento",3601720.16
19.0,2022,Educación,7820741.1
19.0,2022,Inversiones de carácter general,1348536.92
19.0,2022,Mantenimiento urbano,6031342.06
19.0,2022,Medio ambiente,32907881.2
19.0,2022,Otros bienes públicos de carácter social,5217.52
19.0,2022,Protección Civil y seguridad ciudadana,269953.3
19.0,2022,Protección y promoción social,1950918.74
19.0,2022,Salud pública,3851.68
19.0,2022,Sectores productivos,2323694.86
19.0,2022,Urbanismo,4298219.92
20.0,2012,Cultura,245122.32
20.0,2012,"Deportes, juventud y esparcimiento",669599.0
20.0,2012,Educación,1165777.24
20.0,2012,Inversiones de carácter general,72649.44
20.0,2012,Mantenimiento urbano,2432006.96
20.0,2012,Medio ambiente,87546.12
20.0,2012,Protección y promoción social,246126.92
20.0,2012,"Tráfico, estacionamiento y transporte público",123343.64
20.0,2012,Urbanismo,10317633.94
20.0,2013,Cultura,162292.3
20.0,2013,"Deportes, juventud y esparcimiento",499380.82
20.0,2013,Educación,1219268.26
20.0,2013,Inversiones de carácter general,27700.38
20.0,2013,Mantenimiento urbano,1746330.14
20.0,2013,Medio ambiente,0.0
20.0,2013,Protección Civil y seguridad ciudadana,8314.7
20.0,2013,Protección y promoción social,291621.54
20.0,2013,Salud pública,33541.92
20.0,2013,Sectores productivos,198776.84
20.0,2013,"Tráfico, estacionamiento y transporte público",364171.7
20.0,2013,Urbanismo,7203852.04
20.0,2014,Cultura,1148483.7
20.0,2014,"Deportes, juventud y esparcimiento",10641188.14
20.0,2014,Educación,1200915.78
20.0,2014,Inversiones de carácter general,339474.56
20.0,2014,Mantenimiento urbano,473956.86
20.0,2014,Medio ambiente,115632.86
20.0,2014,Protección Civil y seguridad ciudadana,58742.3
20.0,2014,Protección y promoción social,506729.06
20.0,2014,Salud pública,10570.46
20.0,2014,Urbanismo,7645623.52
20.0,2015,Cultura,1566239.56
20.0,2015,"Deportes, juventud y esparcimiento",874486.46
20.0,2015,Educación,1320871.52
20.0,2015,Infraestructuras,2082.88
20.0,2015,Inversiones de carácter general,501218.28
20.0,2015,Medio ambiente,141484.32
20.0,2015,Otros bienes públicos de carácter social,3862.6
20.0,2015,Protección Civil y seguridad ciudadana,1537.3
20.0,2015,Protección y promoción social,399152.78
20.0,2015,Salud pública,41039.9
20.0,2015,Urbanismo,7106796.94
20.0,2016,Cultura,2391132.92
20.0,2016,"Deportes, juventud y esparcimiento",1683302.38
20.0,2016,Educación,1122335.08
20.0,2016,Inversiones de carácter general,3202429.32
20.0,2016,Mantenimiento urbano,412829.98
20.0,2016,Medio ambiente,2633.76
20.0,2016,Otros bienes públicos de carácter social,3219.06
20.0,2016,Protección Civil y seguridad ciudadana,2492929.18
20.0,2016,Protección y promoción social,947300.24
20.0,2016,Sectores productivos,117348.48
20.0,2016,Urbanismo,31758022.24
20.0,2017,Cultura,398516.42
20.0,2017,"Deportes, juventud y esparcimiento",1380938.62
20.0,2017,Educación,1456960.74
20.0,2017,Infraestructuras,9633.14
20.0,2017,Inversiones de carácter general,2191961.52
20.0,2017,Mantenimiento urbano,550544.3
20.0,2017,Medio ambiente,310429.16
20.0,2017,Otros bienes públicos de carácter social,11962.74
20.0,2017,Protección Civil y seguridad ciudadana,5471084.24
20.0,2017,Protección y promoción social,66678.34
20.0,2017,Salud pública,3299.18
20.0,2017,Sectores productivos,2976.6
20.0,2017,Urbanismo,27450788.4
20.0,2018,Cultura,507046.92
20.0,2018,"Deportes, juventud y esparcimiento",8602110.08
20.0,2018,Educación,4035725.16
20.0,2018,Infraestructuras,396885.68
20.0,2018,Inversiones de carácter general,2942058.52
20.0,2018,Mantenimiento urbano,37727.22
20.0,2018,Medio ambiente,845894.94
20.0,2018,Protección Civil y seguridad ciudadana,2224818.84
20.0,2018,Protección y promoción social,341305.74
20.0,2018,Salud pública,139547.06
20.0,2018,Sectores productivos,126484.22
20.0,2018,Urbanismo,906438.4
20.0,2019,Cultura,3077910.96
20.0,2019,"Deportes, juventud y esparcimiento",10371696.64
20.0,2019,Educación,2251458.22
